city_ID,city_CN,city_EN
284995,环翠区,Huancui District
284996,东港区,Donggang District
284997,岚山区,"Lanshan District, Rizhao"
284998,莱芜区,Laiwu
284999,钢城区,Gangcheng District
285000,兰山区,"Lanshan District, Linyi"
285001,罗庄区,Luozhuang District
285002,临沂市河东区,"Hedong District, Linyi"
285003,德城区,Decheng District
285004,东昌府区,Dongchangfu District
285005,滨城区,Bincheng District
285006,牡丹区,Mudan District
285007,中原区,Zhongyuan District
285008,二七区,ErqiDistrict
285009,管城回族区,Guancheng Hui District
285010,金水区,Jinshui District
285011,惠济区,Huiji District
285012,龙亭区,Longting District
285013,顺河回族区,Shunhe Hui District
285014,开封市鼓楼区,"Gulou District, Kaifeng"
285015,禹王台区,Yuwangtai District
285016,金明区（现龙亭区）,Jinming District
285017,祥符区,Xiangfu District
285018,老城区,Laocheng District
285019,西工区,Xigong District
285020,瀍河回族区,Chanhe Hui District
285021,涧西区,Jianxi District
285022,洛龙区,Luolong District
285023,平顶山市新华区,"Xinhua District, Pingdingshan"
285024,卫东区,Weidong District
285025,湛河区,Zhanhe District
285026,文峰区,Wenfeng District
285027,北关区,Beiguan District
285028,殷都区,Yindu District
285029,龙安区,Longan District
285030,安阳县,Anyang County
285031,鹤山区,"Heshan District, Hebi"
285032,山城区,Shancheng District
285033,淇滨区,Qibin District
285034,红旗区,Hongqi District
285035,卫滨区,"Weibin District, Xinxiang"
285036,凤泉区,Fengquan District
285037,牧野区,Muye District
285038,新乡县,Xinxiang County
285039,解放区,Jiefang District
285040,中站区,Zhongzhan District
285041,马村区,Macun District
285042,山阳区,Shanyang District
285043,华龙区,Hualong District
285044,濮阳县,Puyang County
285045,魏都区,Weidu District
285046,建安区,Jianan district
285047,源汇区,Yuanhui District
285048,郾城区,Yancheng District
285049,召陵区,Shaoling District
285050,湖滨区,Hubin District
285051,宛城区,Wancheng District
285052,卧龙区,Wolong District
285053,梁园区,Liangyuan District
285054,睢阳区,Suiyang District
285055,浉河区,Shihe District
285056,平桥区,Pingqiao District
285057,川汇区,Chuanhui District
285058,驿城区,"Yicheng District, Zhumadian"
285059,江岸区,Jiang'an District
285060,江汉区,Jianghan District
285061,硚口区,Qiaokou District
285062,汉阳区,Hanyang District
285063,武昌区,Wuchang District
285064,武汉市青山区,"Qingshan District, Wuhan"
285065,洪山区,"Hongshan District, Wuhan"
285066,汉南区,Hannan District
285067,黄石港区,Huangshigang District
285068,西陵区,Xiling District
285069,伍家岗区,Wujiagang District
285070,点军区,Dianjun District
285071,猇亭区,Xiaoting District
285072,襄城区,"Xiangcheng District, Xiangyang"
285073,樊城区,Fancheng District
285074,华容区,Huarong District
285075,鄂城区,Echeng District
285076,东宝区,Dongbao District
285077,孝南区,Xiaonan District
285078,荆州区,Jingzhou District
285079,黄州区,Huangzhou District
285080,咸安区,xianan-district
285081,曾都区,Zengdu District
285082,随县,"Sui County, Suizhou"
285083,恩施市,Enshi
285084,芙蓉区,Furong District
285085,天心区,Tianxin District
285086,岳麓区,Yuelu District
285087,开福区,Kaifu District
285088,雨花区,"Yuhua District, Changsha"
285089,长沙县,Changsha County
285090,荷塘区,Hetang District
285091,芦淞区,Lusong District
285092,石峰区,Shifeng District
285093,天元区,Tianyuan District
285094,渌口区,Lukou District
285095,雨湖区,Yuhu District
285096,岳塘区,Jingxing Mining District
285097,湘潭县,Xiangtan County
285098,珠晖区,Zhuhui District
285099,雁峰区,Yanfeng District
285100,石鼓区,Shigu District
285101,蒸湘区,Zhengxiang District
285102,双清区,Shuangqing District
285103,大祥区,Daxiang District
285104,北塔区,Beita District
285105,岳阳楼区,Yueyanglou District
285106,云溪区,Yunxi District
285107,君山区,Junshan District
285108,岳阳县,Yueyang County
285109,武陵区,Wuling District
285110,鼎城区,Dingcheng District
285111,永定区,Yongding District
285112,资阳区,Ziyang District
285113,北湖区,Beihu District
285114,零陵区,Lingling District
285115,鹤城区,Hecheng District
285116,娄星区,Louxing District
285117,湘西土家族苗族自治州,Xiangxi Tujia and Miao Autonomous Prefecture
285118,荔湾区,Liwan District
285119,越秀区,Yuexiu District
285120,海珠区,Haizhu District
285121,天河区,Tianhe District
285122,广州市白云区,"Baiyun District, Guangzhou"
285123,黄埔区,"Huangpu District, Guangzhou"
285124,南沙区,Nansha District
285125,萝岗区（现黄埔区）,Luogang District
285126,罗湖区,Luohu District
285127,福田区,Futian District
285128,深圳市南山区,"Nanshan District, Shenzhen"
285129,宝安区,Bao'an District
285130,龙岗区,"Longgang District, Shenzhen"
285131,盐田区,Yantian District
285132,香洲区,"Xiangzhou District, Zhuhai"
285133,龙湖区,Longhu District
285134,金平区,Jinping District
285135,濠江区,Haojiang District
285136,潮南区,Chaonan District
285137,禅城区,Chancheng District
285138,茂南区,Maonan District
285139,端州区,Duanzhou District
285140,鼎湖区,Dinghu District
285141,惠城区,Huicheng District
285142,梅江区,Meijiang District
285143,汕尾市城区,"Cheng District, Shanwei"
285144,源城区,Yuancheng District
285145,江城区,Jiangcheng District
285146,清城区,Qingcheng District
285147,湘桥区,Xiangqiao District
285148,榕城区,Rongcheng District
285149,云城区,Yuncheng District
285150,兴宁区,Xingning District
285151,青秀区,Qingxiu District
285152,西乡塘区,Xixiangtang District
285153,良庆区,Liangqing District
285154,柳州市城中区,"Chengzhong District, Liuzhou"
285155,鱼峰区,Yufeng District
285156,柳南区,Liunan District
285157,柳北区,Liubei District
285158,秀峰区,Xiufeng District
285159,叠彩区,Diecai District
285160,象山区,"Xiangshan District, Guilin"
285161,七星区,Qixing District
285162,雁山区,Yanshan District
285163,万秀区,Wanxiu District
285164,龙圩区,Longxu District
285165,海城区,Haicheng District
285166,银海区,Yinhai District
285167,铁山港区,Tieshangang District
285168,港口区,Gangkou District
285169,钦南区,Qinnan District
285170,钦北区,Qinbei District
285171,港北区,Gangbei District
285172,港南区,Gangnan District
285173,覃塘区,Qintang District
285174,玉州区,Yuzhou District
285175,福绵区,Fumian District
285176,右江区,Youjiang District
285177,八步区,Babu District
285178,金城江区,Jinchengjiang District
285179,兴宾区,Xingbin District
285180,江州区,Jiangzhou District
285181,秀英区,Xiuying District
285182,龙华区,Longhua District
285183,琼山区,Qiongshan District
285184,美兰区,Meilan District
285185,中沙群岛的岛礁及其海域,Zhongsha District (Macclesfield Bank and Scarborough Shoal)
285186,渝中区,Yuzhong District
285187,大渡口区,Dadukou District
285188,重庆市江北区,"Jiangbei District, Chongqing"
285189,沙坪坝区,Shapingba District
285190,九龙坡区,Jiulongpo District
285191,南岸区,Nan'an District
285192,锦江区,Jinjiang District
285193,青羊区,Qingyang District
285194,金牛区,Jinniu District
285195,武侯区,Wuhou District
285196,成华区,Chenghua District
285197,青白江区,Qingbaijiang District
285198,自流井区,Ziliujing District
285199,贡井区,Gongjing District
285200,大安区,Daan District
285201,沿滩区,Yantan District
285202,攀枝花市东区,"East District, Panzhihua"
285203,攀枝花市西区,"West District, Panzhihua"
285204,江阳区,jiangyang-district
285205,龙马潭区,Longmatan District
285206,旌阳区,Jingsheng District
285207,涪城区,Fucheng District
285208,游仙区,Youxian District
285209,利州区,Lizhou District
285210,昭化区,ZhaohuaDistrict
285211,朝天区,Chaotian District
285212,船山区,Chuanshan District
285213,安居区,Anju District
285214,大英县,Daying District
285215,内江市市中区,"Shizhong District, Neijiang"
285216,乐山市市中区,"Shizhong District, Leshan"
285217,沙湾区,Shawan District
285218,五通桥区,Wutongqiao District
285219,顺庆区,Shunqing District
285220,高坪区,Gaoping District
285221,嘉陵区,Jialing District
285222,东坡区,Dongcheng District
285223,翠屏区,Cuiping District
285224,广安区,Guang'an District
285225,前锋区,Qianfeng District
285226,雨城区,Yucheng District
285227,巴州区,Nazhou District
285228,恩阳区,Enyang District
285229,雁江区,Yanjiang District
285230,阿坝县,Aba (Ngawa) County
285231,甘孜县,ganzi-county
285232,钟山区,"Zhongshan District, Liupanshui"
285233,西秀区,Xixiu District
285234,七星关区,Qixingguan District
285235,碧江区,Bijiang District
285236,黔西南布依族苗族自治州,qianxinan
285237,黔东南苗族侗族自治州,Qiandongnan Miao and Dong Autonomous Prefecture
285238,黔南布依族苗族自治州,Qiannan Buyi and Miao Autonomous Prefecture
285239,五华区,Wuhua District
285240,盘龙区,Panlong District
285241,官渡区,Guandu District
285242,西山区,"Xishan District, Kunming"
285243,麒麟区,Qilin District
285244,红塔区,Hongta District
285245,隆阳区,Longyang District
285246,昭阳区,Zhaoyang District
285247,古城区,Gucheng District
285248,玉龙纳西族自治县,Yulong Naxi Autonomous County
285249,思茅区,Simao District
285250,临翔区,Linxiang District
285251,楚雄市,Chuxiong
285252,红河县,Honghe County
285253,文山市,Wensha
285254,西双版纳傣族自治州,Xishuangbanna Dai Autonomous Prefecture
285255,大理市,Dali
285256,芒市,Mang City
285257,迪庆藏族自治州,Diqing Tibetan Autonomous Prefecture
285258,拉萨市城关区,"Chengguan District, Lhasa"
285259,卡若区,Karub District
285260,扎囊县,Zhanang County
285261,桑珠孜区,sangzhuzi-district
285262,色尼区,Seni District
285263,双湖县,Shuanghu County
285264,巴宜区,Bayi District
285265,西安市新城区,"Xincheng District, Xi’an"
285266,碑林区,"Beilin District, Xi’an"
285267,莲湖区,Lianhu District
285268,灞桥区,Baqiao District
285269,未央区,Weiyang District
285270,雁塔区,Yanta District
285271,阎良区,Yanliang District
285272,王益区,Wangyi District
285273,印台区,Yintai District
285274,渭滨区,"Weibin District, Baoji"
285275,金台区,Jintai District
285276,秦都区,Qindu District
285277,杨陵区,Yangling District
285278,渭城区,"Weicheng District, Xianyang"
285279,临渭区,Linwei District
285280,宝塔区,Baota District
285281,汉台区,Hantai District
285282,汉滨区,Hanbin District
285283,兰州市城关区,"Chengguan District, Lanzhou"
285284,七里河区,QIlihe District
285285,西固区,Xigu District
285286,安宁区,Anning District
285287,红古区,Honggu District
285288,金川区,Jinchuan District
285289,白银区,Baiyin District
285290,秦州区,Qinchuan District
285291,凉州区,Liangzhou District
285292,甘州区,Ganzhou District
285293,肃州区,Suzhou District
285294,陇南市,Longnan
285295,临夏市,Linxia
285296,临夏县,Linxia County
285297,甘南藏族自治州,Gannan Tibetan Autonomous Prefecture
285298,城东区,Chengdong District
285299,西宁市城中区,"Chengzhong District, Xining"
285300,城西区,Chengxi District
285301,城北区,Chengbei District
285302,玉树市,"Yushu, Qinghai"
285303,兴庆区,Xingqing District
285304,西夏区,Xixia District
285305,金凤区,Jinfeng District
285306,利通区,Litong District
285307,红寺堡区,Hongsipu District
285308,原州区,"Yuanzhou District, Guyuan"
285309,沙坡头区,Shapotou District
285310,天山区,Tianshan District
285311,沙依巴克区,Saybagh District
285312,乌鲁木齐市新市区,"Xinshi District, Urumqi"
285313,水磨沟区,Shuimogou District
285314,头屯河区,Toutunhe District
285315,米东区,Midong District
285316,乌鲁木齐县,urumqi-county
285317,独山子区,Dushanzi District
285318,克拉玛依区,Karamay District
285319,高昌区,GaochangDistrict
285320,伊州区,YizhouDistrict
285321,昌吉市,Changji
285322,博尔塔拉蒙古自治州,Boertala Mongolian Autonomous Prefecture
285323,巴音郭楞蒙古自治州,Bayingolin Mongol Autonomous Prefecture
285324,阿克苏市,Aksu
285325,喀什市,Kashgar
285326,和田市,Hotan
285327,和田县,Hotan County
285328,伊犁哈萨克自治州,Ili Kazakh Autonomous Prefecture
285329,塔城市,tacheng
285330,阿勒泰市,Altay County
285331,图木舒克市,Tumxuk
285332,五家渠市,Wujiaqu
284769,平房区,Pingfang District
284768,道外区,Daowai District
284767,南岗区,Nangang District
284766,道里区,Daoli District
284765,洮北区,Taobei District
284764,宁江区,Ningjiang District
284763,浑江区,Hunjiang District
284762,二道江区,Erdaojiang District
284761,东昌区,Dongchang District
284760,辽源市西安区,xian-district
284759,龙山区,Longshan District
284758,四平市铁东区,"Tiedong District, Siping"
284757,四平市铁西区,"Tiexi District, Siping"
284756,丰满区,Fengman District
284755,船营区,Chuanying District
284754,龙潭区,Longtan District
284753,昌邑区,Changyi District
284752,绿园区,Lvyuan District
284751,二道区,Erdao District
284750,长春市朝阳区,"Chaoyang District, Changchun"
284749,宽城区,Kuancheng District
284748,南关区,Nanguan District
284747,南票区,Nanpiao District
284746,龙港区,Longgang District
284745,连山区,Lianshan District
284744,朝阳县,Chaoyang County
284743,龙城区,Longcheng District
284742,双塔区,Shuangta District
284741,铁岭县,Tieling County
284740,清河区,Qinghe District
284739,银州区,"Yinzhou District, Tieling"
284738,兴隆台区,Xinglongtai District
284737,双台子区,Shuangtaizi District
284736,太子河区,Taizihe District
284735,宏伟区,Hongwei District
284734,文圣区,Wensheng District
284733,白塔区,Baita District
284732,阜新蒙古族自治县,Fuxin Mongolian Autonomous County
284730,清河门区,Qinghemen District
284731,细河区,Xihe District
284729,太平区,Taiping District
284728,新邱区,Xinqiu District
284727,阜新市海州区,"Haizhou District, Fuxin"
284726,老边区,Laobian District
284725,鲅鱼圈区,Bayuquan District
284724,西市区,Xishi District
284723,站前区,Zhanqian District
284722,太和区,Taihe District
284721,凌河区,Linghe District
284720,古塔区,Guta District
284719,振安区,zhenan-district
284718,振兴区,Zhenxing District
284717,元宝区,Yuanbao District
284716,南芬区,Nanfen District
284715,明山区,"Mingshan District, Benxi"
284714,溪湖区,Xihu District
284713,平山区,Pingshan District
284712,抚顺县,"Fushun County, Fushun"
284711,顺城区,Shuncheng District
284710,望花区,Wanghua District
284709,东洲区,Dongzhou District
284708,新抚区,Xinfu District
284707,千山区,Qianshan District
284706,立山区,Lishan District
284705,鞍山市铁西区,"Tiexi District, Anshan"
284704,鞍山市铁东区,"Tiedong District, Anshan"
284703,甘井子区,Ganjingzi District
284702,沙河口区,Shahekou District
284701,西岗区,Xigang District
284700,中山区,"Zhongshan District, Dalian"
284699,于洪区,Yuhong District
284698,浑南区,Hunnan District
284697,沈阳市铁西区,"Tiexi District, Shenyang"
284696,皇姑区,Huanggu District
284695,大东区,Dadong District
284694,沈河区,Shenhe District
284693,沈阳市和平区,"Heping District, Shenyang"
284692,阿拉善盟,Alxa League
284691,锡林郭勒盟,Xilingol League
284690,兴安盟,Hinggan League
284688,巴彦淖尔市,Bayannur
284689,乌兰察布市,Wulanchabu
284687,扎赉诺尔区,Jalainur District
284686,科尔沁区,Horqin District
284685,松山区,Songshan District
284684,元宝山区,Yuanbaoshan District
284683,红山区,"Hongshan District, Chifeng"
284682,乌达区,Wuda District
284681,海南区,Hainan District
284680,海勃湾区,Haibowan District
284679,九原区,Jiuyuan District
284678,石拐区,Shiguai District
284677,包头市青山区,"Qingshan District, Baotou"
284676,昆都仑区,Hondlon District
284675,东河区,Donghe District
284674,赛罕区,Saihan District
284673,玉泉区,Yuquan District
284672,回民区,Huimin District
284671,呼和浩特市新城区,"Xincheng District, Hohhot"
284670,尧都区,Yaodu District
284669,忻府区,Yifu District
284668,盐湖区,Yanhu District
284667,朔城区,Shuocheng District
284666,晋城市城区,"Cheng District, Jincheng"
284665,上党区,Shangdang District
284664,潞州区,Luzhou District
284663,潞州区,Luzhou District
284662,阳泉市郊区,"Jiao District, Yangquan"
284661,阳泉市矿区,"Mining DIstrict, Yangquan"
284660,阳泉市城区,"Cheng District, Yangquan"
284659,新荣区,Xinrong District
284655,晋源区,Jinyuan District
284654,万柏林区,Wanbailin District
284653,杏花岭区,Xinghualing District
284652,迎泽区,Yingze District
284651,桃城区,Taocheng District
284650,广阳区,Guangyang District
284649,安次区,Anci District
284648,运河区,Yunhe District
284647,沧州市新华区,"Xinhua District, Cangzhou"
284646,鹰手营子矿区,Yingshouyingzi Mining District
284645,双滦区,Shuangluan District
284644,双桥区,Shuangqiao District
284643,下花园区,Xiahuayuan District
284642,宣化区,Xuanhua District
284641,张家口市桥西区,"Qiaoxi District, Zhangjiakou"
284640,张家口市桥东区,"Qiaodong District, Zhangjiakou"
284639,莲池区,Lianchi
284638,莲池区,Lianchi District
284637,保定市新市区,Jingxiu District
284635,信都区,Xindu District
3216,龙聚山庄,Longjushanzhuang
284634,襄都区,Xiangdou  District
284633,邯郸县,Handan County
284632,复兴区,Fuxing District
284631,丛台区,Congtai District
284630,邯山区,Hanshan District
284628,海港区,Haigang District
284629,山海关区,Shanhaiguan District
284627,开平区,Kaiping District
284626,古冶区,Guye District
284625,路北区,Lubei District
284624,路南区,Lunan District
284623,井陉县,Jingxing County
284622,裕华区,"Yuhua District, Shijiazhuang"
284621,井陉城区,Yuetang District
284620,石家庄市新华区,"Xinhua District, Shijiazhuang"
284619,石家庄市桥西区,"Qiaoxi District, Shijiazhuang"
284617,石家庄市长安区,changan-District
284616,红桥区,Hongqiao District
284615,河北区,Hebei District
284614,南开区,Nankai District
284613,河西区,Hexi District
284612,天津市河东区,"Hedong District, Tianjin"
284611,天津市和平区,"Heping District, Tianjin"
284609,东城区,Dongcheng District
284610,西城区,Xicheng District
285371,南區（香港）,"Southern District, Hong Kong"
285370,灣仔區,Wan Chai District
285369,黃大仙區,Wong Tai Sin District
285368,離島區,Islands District
285367,葵青區,Kwai Tsing District
285366,元朗區,Yuen Long District
285365,屯門區,Tuen Mun District
285364,荃灣區,Tsuen Wan District
285363,西貢區,Sai Kung District
285362,沙田區,Sha Tin District
285361,大埔區,Tai Po District
285360,北區（香港）,"North District, Hong Kong"
285359,双河市,Shuanghe
285357,崖州区,Yazhou District
285356,天涯区,Tianya District
285355,吉阳区,Jiyang District
285354,海棠区,Haitang District
285372,天坛公园,Temple of Heaven
285373,恭王府,Prince Gong Mansion
285374,故宫博物院,Collections of the Palace Museum
285375,北京明城墙遗址公园,Ming Dynasty City Wall Relics Park(Beijing)
285376,北京市规划展览馆,Beijing Planning Exhibition Hall
285377,明城墙遗址公园,Ming  Dynasty City Wall Relics Park
285378,北京国子监,Beijing Imperial Academy
285379,北京孔庙,Beijing Temple of Confucius
285380,北海公园,Beihai Park
285381,北京海洋馆,Beijing Ocean Park
285382,景山公园,Jingshan Park
285383,什刹海,Shichahai
285384,白鹤梁水下博物馆,Baiheliang Underwater Museum 
285385,石夹沟,Shijia Ravine
285386,武陵山森林公园,Wuling Mountain Forest Park
285387,青龙瀑布,Qinglong Waterfall
285388,潭獐峡,Tanzhang Gorge
285389,沈阳市植物园,Shenyang Botanical Park
285390,新民文化博览园,Xinmin Culture Expo Park
285391,北陵公园,Beiling Park
285392,福陵森林公园,Fuling Tomb
285393,辽宁省博物馆,Liaoning Proviencial Museum
285394,棋盘山风景区,Qipan Mountain Scenic Spot
285395,沈飞航空博览园,Shenyang airplane museum park
285396,沈阳故宫,Shenyang Palace Museum
285397,沈阳怪坡风景区,Shenyang Guaipo Scenic Spot
285398,沈阳九·一八历史博物馆,Shenyang Mukden Incident Museum
285399,沈阳科学宫,Shenyang Science Centrum
285400,张氏帅府,Marshal Zhang's Mansion
285401,白溪漂流,Baixi Rafting
285402,露水河国家森林公园,Lushui River National Forest Park
285403,望天鹅风景区,Wangtian'e Moutain Scenic Spot
285404,长白果园朝鲜族民俗村,Guoyuan Korean Folk Village Of Changbai Korean Autonomous County
285405,白山湖风景区,Baishan Lake Scenic Spot
285406,杨靖宇将军殉国地,Martyring Spot of General Yang Jingyu
285407,白山市龙山湖景区,Longshan Lake Scenic Spot of Baishan City
285408,长白山迷宫,Changbai Moutain Maze
285409,太阳岛风景区,Sun Island Scenic Spot
285410,镜泊湖,Jingpo Lake
285411,五大连池风景区,Wudalianchi Scenic Spot
285412,二龙山风景区,Erlong Mountain Scenic Spot
285413,北大荒集团北大荒现代农业园,Modern Agricultural Sightseeing Spot Of Nen River Farm
285414,北方森林动物园,Northern Forest Zoo
285415,哈尔滨游乐园,Harbin Amusement Park
285416,黑龙江省科学技术馆,Heilongjiang Science and Technology Museum
285417,金源文化旅游开发区,Jinyuan Cultural Tourism Spot
285418,龙塔,Dragon Tower
285419,圣·索菲亚教堂,Saint Sophia Cathedral
285420,亚布力滑雪旅游度假区,Yabuli Ski Resort
285421,卧龙岗,Wolong Gang
285422,宝天曼峡谷漂流,Baotianman Valley rafting
285423,鹳河漂流风景区,The stork river rafting Scenic Spot
285424,中国西峡恐龙遗迹园,Xixia dinosaur Relics Park
285425,五朵山风景区,Wuduo Mountain Scenic Spot
285426,汉画馆,Painting Museum of Han Dynasty
285427,医圣祠,Medical Sage Ancestral Temple
285428,龙潭沟,Longtan Valley
285429,南阳云华蝙蝠洞景区,Nanyang Yunhua Scenic Spot of Bats Cave
285430,石门湖,Shimen Lake
285431,南阳社旗山陕会馆,Shanxi and Shaanxi Guild Hall of Sheqi
285432,香严寺,Xiangyan Temple
285433,三峡工程,Three Gorge Dam
285434,宜昌三峡人家风景区,Yichang Three Gorges Tribe Scenic Spot
285435,清江画廊,Qingjiang Gallery
285436,快乐谷景区,Happy Valley Scenic Spot
285437,三峡大瀑布,Three Gorge Waterfall
285438,三游洞,Sanyou Cave
285439,坛子岭,Tanzi Ridge
285440,宜昌车溪民俗风景区,Yichang Chexi Folk Custom Scenic Spot
285441,宜昌市柴埠溪峡谷风景区,Yichang Chaibuxi Grand Canyon Scenic Spot
285442,九畹溪,Jiuwan Steam
285443,当阳玉泉风景区,Dangyang Yuquan Scenic Spot
285444,宜昌市当阳百宝寨风景区,Yichang Dangyang Baibaozhai Scenic Spot
285445,桃花源风景区,Taohuayuan Scenic Spot
285446,柳叶湖旅游度假区,Liuye Lake Tourism Resort
285447,花岩溪国家森林公园,Huayanxi National Forest Park
285448,西洞庭湖湿地生态旅游风景区,Western Dongting Lake Wetland Ecotourism Scenic Spot
285449,夹山国家森林公园,Jia Mountain National Forest Park
285450,天门山国家森林公园,Tianmen Mountain National Forest Park
285451,武陵源风景名胜区,Wulingyuan Scenic and Historic Interest Spot
285452,茅岩河九天洞风景区,Jiutian Cave-Maoyan River Scenic Spot
285453,宝峰湖风景区,Baofeng Lake Scenic Spot
285454,黄龙洞旅游区,Huanglong Cave Tourism Spot
285455,张家界土家风情园,Zhangjiajie Tujia Folk Customs Park
285456,江垭温泉度假村,Zhangjiajie Jiangya Hot Springs Resort
285457,龙王洞,Dragon King‘s cave
285458,万福温泉,Wanfu Hot Spring Resort
285459,绿色大地生态园,Green land Ecological Park
285460,秀华山馆,Xiuhua mountain Museum
285461,紫霞观,Zixia Temple
285462,百色起义纪念馆,Baise Uprising Memorial Hall
285463,大王岭风景区,Dawang Ridge Scenic Spot
285464,大石围天坑群景区,Dashiwei Tiankeng Group Scenic Spot
285465,古龙山峡谷风景区,Gulongshan Canyon Scenic Spot
285466,通灵大峡谷,Tongling Grand Canyon
285467,百色澄碧湖风景区,Baise Chengbi Lake Scenic Spot
285468,梅县雁南飞茶田景区,Mei County Yannanfei Tea Graden Scenic Spot
285469,华银雁鸣湖旅游度假村,Huayin Yanming Lake Tourism Resort
285470,灵光寺,Lingguang Temple
285471,叶剑英故居,Ye Jianying Former Residence
285472,五指石,Five-finger Stone
285473,汤湖热矿泥山庄,Tang Lake Rekuangni Villa
285474,东山景区,Dong Mountain Scenic Spot
285475,虎丘山风景名胜区,Huqiu Mountain Scenic Spot
285476,金鸡湖景区,Jinji Lake Scenic Spot
285477,留园,The Lingering Garden
285478,穹窿山景区,Qionku Mountain Scenic Spot
285479,天平山风景名胜区,Tianping Mountain Scenic Spot
285480,旺山景区,Wang Mountain Scenic Spot
285481,拙政园,The Humble Administrator's Garden
285482,古镇同里,Tongli Ancient Town
285483,周庄古镇游览区,Zhouzhuang Ancient TownTourism Spot
285484,锦溪古镇,Jinxi Ancient Town
285485,千灯古镇,Qiandeng Ancient Town
285486,濠河风景名胜区,Hao River Scenic Spot
285487,红十四军公园,14th Red Army Park
285488,水绘园,Shuihui Park
285489,南通博物苑,Nantong Museum
285490,南通狼山风景名胜区,Nantong Lang Mountain Scenic Spot
285491,中国珠算博物馆,China Abacuses Museum
285492,黄金海滩风景区,Golden Beach Scenic Spot
285493,南通小洋口风景区,Nantong Xiaoyangkou Scenic Spot
285494,定慧禅寺,Dinghui Temple
285495,东方大寿星园,Oriental Longevity Garden
285496,法宝禅寺,Fabao Temple
285497,广福禅寺,Guangfu Temple
285498,大丰麋鹿国家级自然保护区,Dafeng elk National Nature Reserve
285499,大纵湖旅游度假区,Dazong Lack Tourism Spot
285500,新四军纪念馆,New Fourth Army Memorial Hall
285501,息心寺,Xixin Temple
285502,西湖,West Lake
285503,西溪国家湿地公园,Xixi national wetland park
285504,淳安县千岛湖风景区,Chun'an county Qiaodao Lake Scenic Spot
285505,千岛湖龙川湾,Qiandao Lake Longchuan Bay
285506,天目山风景区,Tianmu Mountain Natural Reserve
285507,浙西大峡谷,Zhexi Grand Canyon
285508,东方文化园,Oriental Culture Garden
285509,杭州极地海洋公园,Hangzhou Polar Ocean Park
285510,雷峰塔,Leifeng Tower
285511,清河坊,Qinghe Lane
285512,双溪漂流接待中心,Shuangxi Drifting Reception Centre
285513,宋城,Song Dynasty Town
285514,台州海洋世界,Taizhou Ocean World
285515,大鹿岛风景区,Deer Island Scenic Spot
285516,临海市江南长城景区,Linhai Jiangnan Great Wall Scenic Spot
285517,天台山天湖景区,Tiantai Mountain Tian Lake Scenic Spot
285518,仙居风景名胜区,Xianju Palces of Interest
285519,温岭长屿硐天,Chang Yudongtian
285520,横店电影城,Hengdian Film City
285521,义乌国际商贸城购物旅游区,Yiwu  International Trade Town Shopping and Touring Spot
285522,横店.红军长征博览城,Hengdian Red Army Long March Expo Center
285523,横店明清民居博览城,Hengdian Ming and Qing Dynasties Residential Expo City
285524,仙华山景区,Xianhua Mountain Scenic Spot
285525,诸葛八卦村,Chu-keh  Bagua Village
285526,双龙洞景区,Double Dragon Cave Scenic Spot
285527,六洞山风景名胜区,Six-cave Mountain Scenic Spot
285528,郭洞景区,Guo Cave Scenic Spot
285529,寿仙谷,Shouxian Valley
285530,宁波滕头生态旅游示范区,Ningbo Tengtou Ecological Tourism Spot
285531,溪口风景区,Xikou Scenic Spot
285532,大桥生态农庄,Daqiao Ecological Farm
285533,雅戈尔达蓬山旅游度假区,Youngor Dapeng Mountain Tourism Resort
285534,丹山赤水风景名胜区,Dan Mountain Chishui Scenic Spot
285535,绿野山庄,Green Field Villa
285536,天下玉苑,Tianxia Jade Garden
285537,保国寺,Baoguo Temple
285538,慈城古县城,Cicheng Ancient Town
285539,凤凰谷休闲旅游区,Phoenix Valley Tourism Spot
285540,凤凰山海港乐园,Phoenix Mountain Seaport Park
285541,九峰山旅游区,Jiufengshan Tourism Spot
285542,仙溪漂流,Xianxi Adrift Spot
285543,显胜门景区,Xianshengmen Scenic Spot
285544,雁荡山风景名胜区,Yandang Mountain Tourism Spot
285545,寨寮溪风景区,Zhailiao Stream Scenic Spot
285546,南雁荡山国家重点风景名胜区,Yandang Mountain national Scenic Spot of China
285547,中雁荡山,Yandang Mountain
285548,江心屿,Jiangxin Island
285549,百丈飞瀑,Baizhang WaterFall
285550,铜铃山国家森林公园,Tonglingshan National Forest Park
285551,楠溪江风景名胜区,Nanxi River Scenic Spot
285552,玉海楼,Yuhai hall
285553,温州动物园,Wenzhou Zoo
285554,南湖景区,South Lake Scenic Spot
285555,枫泾古镇,Fengjing Ancient Town
285556,西塘古镇,Xitang Ancient Town
285557,海宁盐官观潮景区,YanGuan bore the scenic spot 
285558,海宁中国皮革城A座,China Haining Leather City Building A
285559,南北湖,Nanbei Lake
285560,九龙山国家森林公园,Jiulong  Moutain National Forest Park
285561,莫氏庄园,Mo's Manor
285562,乌镇,Wuzhen ancient town
285563,安吉竹博园,Anji Bamboo Expo Garden
285564,中南百草园,Zhongnan Baicao Garden
285565,南浔古镇景区,Nanxun Ancient Town
285566,扬子鳄保护区,Yangzi Ecun Nature Reserve
285567,鲁迅故里,Lu Xun's Hometown
285568,沈园,Shen Garden
285569,华东国际珠宝城南大门,East China Pearls and Jewellery International City South Gate
285570,西施故里,xishiguli
